time_stamp,sitting,standing,walking,grazing,x_value,y_value,z_value
2019-02-04 16:23:14,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:15,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:16,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:17,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:18,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:19,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:20,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:21,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:22,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:23,1.0,0.0,0.0,0.0,0.285,0.855,0.43
2019-02-04 16:23:24,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:25,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:26,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:27,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:28,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:29,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:30,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:31,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:32,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:33,1.0,0.0,0.0,0.0,0.227,0.457,1.383
2019-02-04 16:23:34,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:35,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:36,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:37,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:38,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:39,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:40,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:41,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:42,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:43,1.0,0.0,0.0,0.0,-0.125,0.914,0.414
2019-02-04 16:23:44,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:45,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:46,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:47,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:48,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:49,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:50,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:51,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:52,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:53,1.0,0.0,0.0,0.0,0.055,0.879,0.457
2019-02-04 16:23:54,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:23:55,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:23:56,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:23:57,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:23:58,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:23:59,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:24:00,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:24:01,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:24:02,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:24:03,1.0,0.0,0.0,0.0,0.207,0.801,0.535
2019-02-04 16:24:04,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:05,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:06,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:07,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:08,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:09,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:10,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:11,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:12,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:13,1.0,0.0,0.0,0.0,0.277,0.801,0.508
2019-02-04 16:24:14,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:15,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:16,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:17,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:18,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:19,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:20,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:21,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:22,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:23,1.0,0.0,0.0,0.0,0.559,0.645,0.512
2019-02-04 16:24:24,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:25,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:26,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:27,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:28,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:29,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:30,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:31,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:32,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:33,1.0,0.0,0.0,0.0,0.266,0.746,0.582
2019-02-04 16:24:34,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:35,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:36,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:37,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:38,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:39,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:40,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:41,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:42,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:43,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:44,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:45,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:46,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:47,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:48,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:49,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:50,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:51,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:52,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:53,1.0,0.0,0.0,0.0,0.125,0.824,0.57
2019-02-04 16:24:54,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:24:55,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:24:56,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:24:57,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:24:58,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:24:59,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:25:00,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:25:01,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:25:02,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:25:03,1.0,0.0,0.0,0.0,0.043,0.875,0.512
2019-02-04 16:25:04,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:05,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:06,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:07,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:08,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:09,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:10,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:11,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:12,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:13,1.0,0.0,0.0,0.0,-0.059,0.91,0.434
2019-02-04 16:25:14,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:15,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:16,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:17,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:18,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:19,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:20,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:21,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:22,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:23,1.0,0.0,0.0,0.0,-0.09,0.859,0.48
2019-02-04 16:25:24,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:25,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:26,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:27,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:28,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:29,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:30,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:31,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:32,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:33,1.0,0.0,0.0,0.0,-0.062,0.848,0.488
2019-02-04 16:25:34,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:35,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:36,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:37,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:38,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:39,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:40,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:41,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:42,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:43,1.0,0.0,0.0,0.0,-0.098,0.84,0.504
2019-02-04 16:25:44,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:45,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:46,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:47,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:48,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:49,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:50,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:51,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:52,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:53,1.0,0.0,0.0,0.0,0.656,0.68,0.363
2019-02-04 16:25:54,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:25:55,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:25:56,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:25:57,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:25:58,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:25:59,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:00,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:01,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:02,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:03,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:04,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:05,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:06,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:07,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:08,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:09,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:10,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:11,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:12,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:13,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:14,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:15,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:16,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:17,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:18,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:19,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:20,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:21,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:22,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:23,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:24,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:25,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:26,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:27,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:28,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:29,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:30,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:31,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:32,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:33,1.0,0.0,0.0,0.0,0.387,0.773,0.516
2019-02-04 16:26:34,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:35,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:36,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:37,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:38,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:39,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:40,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:41,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:42,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:43,1.0,0.0,0.0,0.0,0.191,0.785,0.543
2019-02-04 16:26:44,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:45,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:46,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:47,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:48,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:49,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:50,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:51,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:52,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:53,1.0,0.0,0.0,0.0,0.141,0.82,0.547
2019-02-04 16:26:54,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:26:55,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:26:56,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:26:57,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:26:58,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:26:59,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:00,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:01,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:02,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:03,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:04,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:05,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:06,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:07,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:08,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:09,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:10,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:11,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:12,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:13,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:14,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:15,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:16,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:17,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:18,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:19,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:20,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:21,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:22,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:23,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:24,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:25,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:26,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:27,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:28,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:29,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:30,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:31,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:32,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:33,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:34,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:35,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:36,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:37,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:38,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:39,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:40,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:41,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:42,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:43,1.0,0.0,0.0,0.0,0.039,0.887,0.5
2019-02-04 16:27:44,1.0,0.0,0.0,0.0,0.039,0.887,0.5
